"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Nov 10 17:14:34 GMT 2022","Thu Nov 10 17:14:49 GMT 2022","14170","chromium","become.telnyx.spec.ts","Become to a cooperation with Telnyx team","","","Go to the Integrations page from main page and become a Beta Tester by filling in the all fields with random valid data",""
"passed","Thu Nov 10 17:25:15 GMT 2022","Thu Nov 10 17:25:23 GMT 2022","7855","firefox","download.pricing.spec.ts","Download and send pricing CSV file to the email from pricing pages","","","Download SMS pricing CSV file from the Messaging pricing page ",""
"passed","Thu Nov 10 17:31:53 GMT 2022","Thu Nov 10 17:32:05 GMT 2022","11769","firefox","sign.up.in.spec.ts","Sign up, sign in and forgot password cases","","","Login in the Telnyx website without password with valid data on the Main page",""
"passed","Thu Nov 10 17:56:01 GMT 2022","Thu Nov 10 17:56:11 GMT 2022","10466","Microsoft Edge","open.articles.pages.spec.ts","Open additional pages in the Telnyx website","","","Go to the ""Programmable Wireless Reporting and Analytics"" support article from the Main page",""
"passed","Thu Nov 10 17:55:37 GMT 2022","Thu Nov 10 17:56:01 GMT 2022","23162","Microsoft Edge","contact.support.spec.ts","Test suite with support contact cases","","","Go to ""Contact us"" page from the Main page and request support by filling all fields with random valid data",""
"broken","Thu Nov 10 18:08:34 GMT 2022","Thu Nov 10 18:12:34 GMT 2022","240211","Microsoft Edge","sign.up.in.spec.ts","Sign up, sign in and forgot password cases","","","Login in the Telnyx website with blocked account with valid data on the Main page",""
"passed","Thu Nov 10 17:45:05 GMT 2022","Thu Nov 10 17:46:00 GMT 2022","55548","webkit","saving.calc.spec.ts","Using the saving calculator on the Saving Calculator page","","","Use saving calculator for ""Elastic SIP Trunking"" service",""
"passed","Thu Nov 10 17:15:22 GMT 2022","Thu Nov 10 17:15:32 GMT 2022","10492","chromium","open.articles.pages.spec.ts","Open additional pages in the Telnyx website","","","Go to the MS Teams integrations page in the marketplace from the Main page",""
"passed","Thu Nov 10 17:56:43 GMT 2022","Thu Nov 10 17:56:53 GMT 2022","10197","Microsoft Edge","open.articles.pages.spec.ts","Open additional pages in the Telnyx website","","","Go to the MS Teams integrations page in the marketplace from the Main page",""
"passed","Thu Nov 10 17:15:12 GMT 2022","Thu Nov 10 17:15:22 GMT 2022","9335","chromium","open.articles.pages.spec.ts","Open additional pages in the Telnyx website","","","Go to the ""TeXML"" doc page from the main page",""
"passed","Thu Nov 10 17:49:47 GMT 2022","Thu Nov 10 17:50:31 GMT 2022","44144","webkit","sign.up.in.spec.ts","Sign up, sign in and forgot password cases","","","Login in the Telnyx website without email with valid data on the Main page",""
"passed","Thu Nov 10 17:24:59 GMT 2022","Thu Nov 10 17:25:05 GMT 2022","6432","firefox","contact.support.spec.ts","Test suite with support contact cases","","","Send report abuse link from the Main page",""
"passed","Thu Nov 10 18:09:09 GMT 2022","Thu Nov 10 18:09:18 GMT 2022","9430","Microsoft Edge","sign.up.in.spec.ts","Sign up, sign in and forgot password cases","","","Reset password by the ""Forgot your password"" link on the Log in page",""
"passed","Thu Nov 10 17:51:25 GMT 2022","Thu Nov 10 17:51:39 GMT 2022","13551","Microsoft Edge","become.telnyx.spec.ts","Become to a cooperation with Telnyx team","","","Go to the Partners page and become a Telnyx Partner by filling in the all fields with random valid data",""
"passed","Thu Nov 10 17:56:11 GMT 2022","Thu Nov 10 17:56:21 GMT 2022","10132","Microsoft Edge","open.articles.pages.spec.ts","Open additional pages in the Telnyx website","","","Go to the ""TeXML"" doc page from the main page",""
"passed","Thu Nov 10 17:25:05 GMT 2022","Thu Nov 10 17:25:15 GMT 2022","9565","firefox","download.pricing.spec.ts","Download and send pricing CSV file to the email from pricing pages","","","Downolad SIP Trunking pricing CSV file from the Elastic SIP Trunking price page",""
"passed","Thu Nov 10 17:31:42 GMT 2022","Thu Nov 10 17:31:53 GMT 2022","11264","firefox","sign.up.in.spec.ts","Sign up, sign in and forgot password cases","","","Login in the Telnyx website without email with valid data on the Main page",""
"passed","Thu Nov 10 17:36:57 GMT 2022","Thu Nov 10 17:37:13 GMT 2022","15752","webkit","open.articles.pages.spec.ts","Open additional pages in the Telnyx website","","","Search random existing article on the Blog page",""
"broken","Thu Nov 10 17:27:21 GMT 2022","Thu Nov 10 17:31:21 GMT 2022","240330","chromium","sign.up.in.spec.ts","Sign up, sign in and forgot password cases","","","Login in the Telnyx website with blocked account with valid data on the Main page",""
"broken","Thu Nov 10 17:38:01 GMT 2022","Thu Nov 10 17:42:03 GMT 2022","242115","firefox","open.articles.pages.spec.ts","Open additional pages in the Telnyx website","","","Go to the random Use Case article from the Main page",""
"broken","Thu Nov 10 18:06:04 GMT 2022","Thu Nov 10 18:10:04 GMT 2022","240174","Microsoft Edge","sign.up.in.spec.ts","Sign up, sign in and forgot password cases","","","Sign up after click ""Try it for free"" button on the main page by filling in in requireds fields with already registered email",""
"passed","Thu Nov 10 17:15:38 GMT 2022","Thu Nov 10 17:15:43 GMT 2022","5434","chromium","saving.calc.spec.ts","Using the saving calculator on the Saving Calculator page","","","Use saving calculator for ""Elastic SIP Trunking"" service",""
"passed","Thu Nov 10 17:37:13 GMT 2022","Thu Nov 10 17:37:30 GMT 2022","17531","webkit","open.articles.pages.spec.ts","Open additional pages in the Telnyx website","","","Go to the ""Programmable Wireless Reporting and Analytics"" support article from the Main page",""
"passed","Thu Nov 10 17:28:47 GMT 2022","Thu Nov 10 17:28:56 GMT 2022","8226","firefox","open.articles.pages.spec.ts","Open additional pages in the Telnyx website","","","Go to the ""Programmable Wireless Reporting and Analytics"" support article from the Main page",""
"passed","Thu Nov 10 17:29:24 GMT 2022","Thu Nov 10 17:29:41 GMT 2022","17267","firefox","open.articles.pages.spec.ts","Open additional pages in the Telnyx website","","","Search random existing article on the Blog page",""
"passed","Thu Nov 10 17:52:06 GMT 2022","Thu Nov 10 17:52:19 GMT 2022","12689","Microsoft Edge","download.pricing.spec.ts","Download and send pricing CSV file to the email from pricing pages","","","Download SMS pricing CSV file from the Messaging pricing page ",""
"passed","Thu Nov 10 17:23:46 GMT 2022","Thu Nov 10 17:23:51 GMT 2022","5379","chromium","open.articles.pages.spec.ts","Open additional pages in the Telnyx website","","","Go to the random Use Case article from the Main page",""
"passed","Thu Nov 10 17:51:39 GMT 2022","Thu Nov 10 17:51:49 GMT 2022","10054","Microsoft Edge","contact.support.spec.ts","Test suite with support contact cases","","","Send report abuse link from the Main page",""
"passed","Thu Nov 10 17:51:20 GMT 2022","Thu Nov 10 17:51:33 GMT 2022","13361","Microsoft Edge","become.telnyx.spec.ts","Become to a cooperation with Telnyx team","","","Go to the Integrations page from main page and become a Beta Tester by filling in the all fields with random valid data",""
"broken","Thu Nov 10 17:45:40 GMT 2022","Thu Nov 10 17:49:42 GMT 2022","242309","webkit","open.articles.pages.spec.ts","Open additional pages in the Telnyx website","","","Go to the ""TeXML"" doc page from the main page",""
"passed","Thu Nov 10 17:57:11 GMT 2022","Thu Nov 10 17:57:19 GMT 2022","7845","Microsoft Edge","saving.calc.spec.ts","Using the saving calculator on the Saving Calculator page","","","Use saving calculator for ""Voice API"" service",""
"passed","Thu Nov 10 17:15:43 GMT 2022","Thu Nov 10 17:15:48 GMT 2022","4985","chromium","saving.calc.spec.ts","Using the saving calculator on the Saving Calculator page","","","Use saving calculator for ""Voice API"" service",""
"broken","Thu Nov 10 17:39:12 GMT 2022","Thu Nov 10 17:43:14 GMT 2022","242441","firefox","sign.up.in.spec.ts","Sign up, sign in and forgot password cases","","","Sign up after click ""Try it for free"" button on the main page by filling in in requireds fields with already registered email",""
"passed","Thu Nov 10 17:36:37 GMT 2022","Thu Nov 10 17:36:57 GMT 2022","19782","webkit","download.pricing.spec.ts","Download and send pricing CSV file to the email from pricing pages","","","Download SMS pricing CSV file from the Messaging pricing page ",""
"passed","Thu Nov 10 17:24:13 GMT 2022","Thu Nov 10 17:24:24 GMT 2022","11336","chromium","sign.up.in.spec.ts","Sign up, sign in and forgot password cases","","","Reset password by the ""Forgot your password"" link on the Log in page",""
"passed","Thu Nov 10 17:14:34 GMT 2022","Thu Nov 10 17:14:48 GMT 2022","13927","chromium","become.telnyx.spec.ts","Become to a cooperation with Telnyx team","","","Go to the Partners page and become a Telnyx Partner by filling in the all fields with random valid data",""
"broken","Thu Nov 10 17:24:46 GMT 2022","Thu Nov 10 17:28:47 GMT 2022","240552","chromium","sign.up.in.spec.ts","Sign up, sign in and forgot password cases","","","Sign up after click ""Try it for free"" button on the main page by filling in in requireds fields with already registered email",""
"passed","Thu Nov 10 17:36:18 GMT 2022","Thu Nov 10 17:36:37 GMT 2022","18901","webkit","download.pricing.spec.ts","Download and send pricing CSV file to the email from pricing pages","","","Downolad SIP Trunking pricing CSV file from the Elastic SIP Trunking price page",""
"passed","Thu Nov 10 17:30:05 GMT 2022","Thu Nov 10 17:30:11 GMT 2022","6528","firefox","saving.calc.spec.ts","Using the saving calculator on the Saving Calculator page","","","Use saving calculator for ""Voice API"" service",""
"passed","Thu Nov 10 17:56:55 GMT 2022","Thu Nov 10 17:57:03 GMT 2022","8129","Microsoft Edge","saving.calc.spec.ts","Using the saving calculator on the Saving Calculator page","","","Use saving calculator for the ""Messaging API"" service",""
"passed","Thu Nov 10 17:32:37 GMT 2022","Thu Nov 10 17:32:52 GMT 2022","14699","webkit","become.telnyx.spec.ts","Become to a cooperation with Telnyx team","","","Go to the Partners page and become a Telnyx Partner by filling in the all fields with random valid data",""
"passed","Thu Nov 10 18:08:51 GMT 2022","Thu Nov 10 18:09:00 GMT 2022","8912","Microsoft Edge","sign.up.in.spec.ts","Sign up, sign in and forgot password cases","","","Login in the Telnyx website without email with valid data on the Main page",""
"passed","Thu Nov 10 17:43:16 GMT 2022","Thu Nov 10 17:43:55 GMT 2022","39160","webkit","open.articles.pages.spec.ts","Open additional pages in the Telnyx website","","","Go to the MS Teams integrations page in the marketplace from the Main page",""
"passed","Thu Nov 10 17:18:37 GMT 2022","Thu Nov 10 17:18:50 GMT 2022","12431","chromium","contact.support.spec.ts","Test suite with support contact cases","","","Go to ""Contact us"" page from the Main page and request support by filling all fields with random valid data",""
"passed","Thu Nov 10 17:31:24 GMT 2022","Thu Nov 10 17:31:42 GMT 2022","18470","firefox","sign.up.in.spec.ts","Sign up, sign in and forgot password cases","","","Login in the Telnyx website with blocked account with valid data on the Main page",""
"passed","Thu Nov 10 17:32:20 GMT 2022","Thu Nov 10 17:32:37 GMT 2022","17231","webkit","become.telnyx.spec.ts","Become to a cooperation with Telnyx team","","","Go to the Integrations page from main page and become a Beta Tester by filling in the all fields with random valid data",""
"passed","Thu Nov 10 17:33:14 GMT 2022","Thu Nov 10 17:36:05 GMT 2022","170977","webkit","contact.support.spec.ts","Test suite with support contact cases","","","Go to ""Contact us"" page from the Main page and request support by filling all fields with random valid data",""
"passed","Thu Nov 10 17:51:49 GMT 2022","Thu Nov 10 17:52:06 GMT 2022","17299","Microsoft Edge","download.pricing.spec.ts","Download and send pricing CSV file to the email from pricing pages","","","Downolad SIP Trunking pricing CSV file from the Elastic SIP Trunking price page",""
"passed","Thu Nov 10 17:24:26 GMT 2022","Thu Nov 10 17:24:39 GMT 2022","12249","firefox","become.telnyx.spec.ts","Become to a cooperation with Telnyx team","","","Go to the Integrations page from main page and become a Beta Tester by filling in the all fields with random valid data",""
"passed","Thu Nov 10 17:50:31 GMT 2022","Thu Nov 10 17:51:13 GMT 2022","42116","webkit","sign.up.in.spec.ts","Sign up, sign in and forgot password cases","","","Login in the Telnyx website without password with valid data on the Main page",""
"passed","Thu Nov 10 17:24:47 GMT 2022","Thu Nov 10 17:24:59 GMT 2022","12402","firefox","contact.support.spec.ts","Test suite with support contact cases","","","Go to ""Contact us"" page from the Main page and request support by filling all fields with random valid data",""
"passed","Thu Nov 10 17:46:00 GMT 2022","Thu Nov 10 17:46:55 GMT 2022","54295","webkit","saving.calc.spec.ts","Using the saving calculator on the Saving Calculator page","","","Use saving calculator for ""Voice API"" service",""
"broken","Thu Nov 10 17:55:59 GMT 2022","Thu Nov 10 18:00:01 GMT 2022","241548","webkit","sign.up.in.spec.ts","Sign up, sign in and forgot password cases","","","Sign up after click ""Try it for free"" button on the main page by filling in in requireds fields with already registered email",""
"passed","Thu Nov 10 17:15:07 GMT 2022","Thu Nov 10 17:15:15 GMT 2022","8098","chromium","open.articles.pages.spec.ts","Open additional pages in the Telnyx website","","","Go to the ""Programmable Wireless Reporting and Analytics"" support article from the Main page",""
"passed","Thu Nov 10 17:14:48 GMT 2022","Thu Nov 10 17:14:57 GMT 2022","8665","chromium","contact.support.spec.ts","Test suite with support contact cases","","","Send report abuse link from the Main page",""
"passed","Thu Nov 10 17:29:58 GMT 2022","Thu Nov 10 17:30:05 GMT 2022","6468","firefox","saving.calc.spec.ts","Using the saving calculator on the Saving Calculator page","","","Use saving calculator for ""Elastic SIP Trunking"" service",""
"passed","Thu Nov 10 17:46:08 GMT 2022","Thu Nov 10 17:49:44 GMT 2022","216274","webkit","open.articles.pages.spec.ts","Open additional pages in the Telnyx website","","","Go to the random Use Case article from the Main page",""
"passed","Thu Nov 10 17:29:52 GMT 2022","Thu Nov 10 17:29:58 GMT 2022","6402","firefox","saving.calc.spec.ts","Using the saving calculator on the Saving Calculator page","","","Use saving calculator for the ""Messaging API"" service",""
"broken","Thu Nov 10 18:04:49 GMT 2022","Thu Nov 10 18:08:49 GMT 2022","240166","Microsoft Edge","open.articles.pages.spec.ts","Open additional pages in the Telnyx website","","","Go to the random Use Case article from the Main page",""
"passed","Thu Nov 10 17:15:48 GMT 2022","Thu Nov 10 17:15:59 GMT 2022","11034","chromium","sign.up.in.spec.ts","Sign up, sign in and forgot password cases","","","Sign up after click ""Try it for free"" button on the main page by filling in in required fields with random valid data",""
