"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Thu Nov 10 14:00:17 GMT 2022","Thu Nov 10 14:01:09 GMT 2022","51875","chromium","sign.up.in.spec.ts","Sign up, sign in and forgot password cases","","","Login in the Telnyx website with blocked account with valid data on the Main page",""
"passed","Thu Nov 10 13:57:36 GMT 2022","Thu Nov 10 13:58:22 GMT 2022","45707","chromium","sign.up.in.spec.ts","Sign up, sign in and forgot password cases","","","Reset password by the ""Forgot your password"" link on the Log in page",""
"passed","Thu Nov 10 14:15:13 GMT 2022","Thu Nov 10 14:15:53 GMT 2022","40263","Microsoft Edge","download.pricing.spec.ts","Download and send pricing CSV file to the email from pricing pages","","","Download SMS pricing CSV file from the Messaging pricing page ",""
"passed","Thu Nov 10 13:57:09 GMT 2022","Thu Nov 10 13:57:36 GMT 2022","27371","chromium","saving.calc.spec.ts","Using the saving calculator on the Saving Calculator page","","","Use saving calculator for ""Voice API"" service",""
"broken","Thu Nov 10 14:05:42 GMT 2022","Thu Nov 10 14:06:41 GMT 2022","58815","firefox","sign.up.in.spec.ts","Sign up, sign in and forgot password cases","","","Sign up after click ""Try it for free"" button on the main page by filling in in required fields with random valid data",""
"passed","Thu Nov 10 14:17:27 GMT 2022","Thu Nov 10 14:18:10 GMT 2022","42871","Microsoft Edge","contact.support.spec.ts","Test suite with support contact cases","","","Go to ""Contact us"" page from the Main page and request support by filling all fields with random valid data",""
"passed","Thu Nov 10 14:15:37 GMT 2022","Thu Nov 10 14:16:06 GMT 2022","28874","Microsoft Edge","open.articles.pages.spec.ts","Open additional pages in the Telnyx website","","","Go to the ""Programmable Wireless Reporting and Analytics"" support article from the Main page",""
"passed","Thu Nov 10 14:15:53 GMT 2022","Thu Nov 10 14:16:26 GMT 2022","33309","Microsoft Edge","open.articles.pages.spec.ts","Open additional pages in the Telnyx website","","","Go to the random Use Case article from the Main page",""
"broken","Thu Nov 10 14:13:43 GMT 2022","Thu Nov 10 14:14:38 GMT 2022","55302","webkit","sign.up.in.spec.ts","Sign up, sign in and forgot password cases","","","Sign up after click ""Try it for free"" button on the main page by filling in in required fields with random valid data",""
"passed","Thu Nov 10 13:56:34 GMT 2022","Thu Nov 10 13:57:05 GMT 2022","30987","chromium","become.telnyx.spec.ts","Become to a cooperation with Telnyx team","","","Go to the Partners page and become a Telnyx Partner by filling in the all fields with random valid data",""
"broken","Thu Nov 10 14:16:14 GMT 2022","Thu Nov 10 14:17:10 GMT 2022","55757","webkit","sign.up.in.spec.ts","Sign up, sign in and forgot password cases","","","Login in the Telnyx website without password with valid data on the Main page",""
"passed","Thu Nov 10 14:17:37 GMT 2022","Thu Nov 10 14:18:23 GMT 2022","45841","Microsoft Edge","sign.up.in.spec.ts","Sign up, sign in and forgot password cases","","","Login in the Telnyx website without password with valid data on the Main page",""
"broken","Thu Nov 10 14:09:27 GMT 2022","Thu Nov 10 14:10:23 GMT 2022","55900","webkit","become.telnyx.spec.ts","Become to a cooperation with Telnyx team","","","Go to the Partners page and become a Telnyx Partner by filling in the all fields with random valid data",""
"passed","Thu Nov 10 14:03:46 GMT 2022","Thu Nov 10 14:04:32 GMT 2022","46761","firefox","open.articles.pages.spec.ts","Open additional pages in the Telnyx website","","","Go to the random Use Case article from the Main page",""
"broken","Thu Nov 10 14:09:41 GMT 2022","Thu Nov 10 14:10:35 GMT 2022","54790","webkit","download.pricing.spec.ts","Download and send pricing CSV file to the email from pricing pages","","","Downolad SIP Trunking pricing CSV file from the Elastic SIP Trunking price page",""
"passed","Thu Nov 10 13:56:34 GMT 2022","Thu Nov 10 13:57:09 GMT 2022","34780","chromium","download.pricing.spec.ts","Download and send pricing CSV file to the email from pricing pages","","","Download SMS pricing CSV file from the Messaging pricing page ",""
"broken","Thu Nov 10 14:05:55 GMT 2022","Thu Nov 10 14:07:01 GMT 2022","66470","firefox","sign.up.in.spec.ts","Sign up, sign in and forgot password cases","","","Login in the Telnyx website with blocked account with valid data on the Main page",""
"broken","Thu Nov 10 14:13:23 GMT 2022","Thu Nov 10 14:14:18 GMT 2022","54497","webkit","saving.calc.spec.ts","Using the saving calculator on the Saving Calculator page","","","Use saving calculator for the ""Messaging API"" service",""
"broken","Thu Nov 10 14:07:43 GMT 2022","Thu Nov 10 14:08:39 GMT 2022","55509","webkit","become.telnyx.spec.ts","Become to a cooperation with Telnyx team","","","Go to the Integrations page from main page and become a Beta Tester by filling in the all fields with random valid data",""
"passed","Thu Nov 10 14:02:20 GMT 2022","Thu Nov 10 14:02:55 GMT 2022","34432","firefox","saving.calc.spec.ts","Using the saving calculator on the Saving Calculator page","","","Use saving calculator for ""Elastic SIP Trunking"" service",""
"broken","Thu Nov 10 14:15:54 GMT 2022","Thu Nov 10 14:16:48 GMT 2022","54216","webkit","sign.up.in.spec.ts","Sign up, sign in and forgot password cases","","","Login in the Telnyx website without email with valid data on the Main page",""
"passed","Thu Nov 10 13:56:29 GMT 2022","Thu Nov 10 13:56:59 GMT 2022","29094","chromium","open.articles.pages.spec.ts","Open additional pages in the Telnyx website","","","Go to the ""Programmable Wireless Reporting and Analytics"" support article from the Main page",""
"passed","Thu Nov 10 14:01:22 GMT 2022","Thu Nov 10 14:02:09 GMT 2022","46728","firefox","open.articles.pages.spec.ts","Open additional pages in the Telnyx website","","","Go to the MS Teams integrations page in the marketplace from the Main page",""
"passed","Thu Nov 10 14:01:12 GMT 2022","Thu Nov 10 14:02:01 GMT 2022","49583","firefox","open.articles.pages.spec.ts","Open additional pages in the Telnyx website","","","Go to the ""TeXML"" doc page from the main page",""
"passed","Thu Nov 10 14:02:15 GMT 2022","Thu Nov 10 14:02:51 GMT 2022","35873","firefox","saving.calc.spec.ts","Using the saving calculator on the Saving Calculator page","","","Use saving calculator for the ""Messaging API"" service",""
"passed","Thu Nov 10 14:14:34 GMT 2022","Thu Nov 10 14:15:09 GMT 2022","35199","Microsoft Edge","become.telnyx.spec.ts","Become to a cooperation with Telnyx team","","","Go to the Integrations page from main page and become a Beta Tester by filling in the all fields with random valid data",""
"passed","Thu Nov 10 13:57:05 GMT 2022","Thu Nov 10 13:57:34 GMT 2022","28338","chromium","saving.calc.spec.ts","Using the saving calculator on the Saving Calculator page","","","Use saving calculator for ""Elastic SIP Trunking"" service",""
"passed","Thu Nov 10 13:57:05 GMT 2022","Thu Nov 10 13:57:34 GMT 2022","29011","chromium","saving.calc.spec.ts","Using the saving calculator on the Saving Calculator page","","","Use saving calculator for the ""Messaging API"" service",""
"broken","Thu Nov 10 14:10:58 GMT 2022","Thu Nov 10 14:11:51 GMT 2022","53636","webkit","open.articles.pages.spec.ts","Open additional pages in the Telnyx website","","","Go to the ""TeXML"" doc page from the main page",""
"broken","Thu Nov 10 14:01:31 GMT 2022","Thu Nov 10 14:02:30 GMT 2022","59253","firefox","contact.support.spec.ts","Test suite with support contact cases","","","Send report abuse link from the Main page",""
"broken","Thu Nov 10 14:17:06 GMT 2022","Thu Nov 10 14:18:01 GMT 2022","55010","webkit","sign.up.in.spec.ts","Sign up, sign in and forgot password cases","","","Reset password by the ""Forgot your password"" link on the Log in page",""
"broken","Thu Nov 10 14:06:37 GMT 2022","Thu Nov 10 14:07:42 GMT 2022","65605","firefox","sign.up.in.spec.ts","Sign up, sign in and forgot password cases","","","Login in the Telnyx website without email with valid data on the Main page",""
"broken","Thu Nov 10 13:59:50 GMT 2022","Thu Nov 10 14:00:42 GMT 2022","51958","chromium","sign.up.in.spec.ts","Sign up, sign in and forgot password cases","","","Sign up after click ""Try it for free"" button on the main page by filling in in requireds fields with already registered email",""
"broken","Thu Nov 10 14:05:53 GMT 2022","Thu Nov 10 14:06:59 GMT 2022","66037","firefox","sign.up.in.spec.ts","Sign up, sign in and forgot password cases","","","Reset password by the ""Forgot your password"" link on the Log in page",""
"broken","Thu Nov 10 14:05:42 GMT 2022","Thu Nov 10 14:06:41 GMT 2022","59037","firefox","saving.calc.spec.ts","Using the saving calculator on the Saving Calculator page","","","Use saving calculator for ""Voice API"" service",""
"broken","Thu Nov 10 14:01:27 GMT 2022","Thu Nov 10 14:02:27 GMT 2022","60007","firefox","contact.support.spec.ts","Test suite with support contact cases","","","Go to ""Contact us"" page from the Main page and request support by filling all fields with random valid data",""
"broken","Thu Nov 10 14:14:38 GMT 2022","Thu Nov 10 14:15:33 GMT 2022","55055","webkit","sign.up.in.spec.ts","Sign up, sign in and forgot password cases","","","Login in the Telnyx website with blocked account with valid data on the Main page",""
"passed","Thu Nov 10 13:57:53 GMT 2022","Thu Nov 10 13:58:25 GMT 2022","31573","chromium","open.articles.pages.spec.ts","Open additional pages in the Telnyx website","","","Go to the random Use Case article from the Main page",""
"broken","Thu Nov 10 14:13:48 GMT 2022","Thu Nov 10 14:14:44 GMT 2022","55856","webkit","sign.up.in.spec.ts","Sign up, sign in and forgot password cases","","","Sign up after click ""Try it for free"" button on the main page by filling in in requireds fields with already registered email",""
"passed","Thu Nov 10 14:17:25 GMT 2022","Thu Nov 10 14:18:09 GMT 2022","44154","Microsoft Edge","sign.up.in.spec.ts","Sign up, sign in and forgot password cases","","","Login in the Telnyx website without email with valid data on the Main page",""
"passed","Thu Nov 10 14:17:07 GMT 2022","Thu Nov 10 14:17:37 GMT 2022","29714","Microsoft Edge","saving.calc.spec.ts","Using the saving calculator on the Saving Calculator page","","","Use saving calculator for ""Voice API"" service",""
"broken","Thu Nov 10 14:01:25 GMT 2022","Thu Nov 10 14:02:25 GMT 2022","59931","firefox","download.pricing.spec.ts","Download and send pricing CSV file to the email from pricing pages","","","Download SMS pricing CSV file from the Messaging pricing page ",""
"passed","Thu Nov 10 14:16:06 GMT 2022","Thu Nov 10 14:16:49 GMT 2022","43789","Microsoft Edge","open.articles.pages.spec.ts","Open additional pages in the Telnyx website","","","Go to the MS Teams integrations page in the marketplace from the Main page",""
"broken","Thu Nov 10 14:19:06 GMT 2022","Thu Nov 10 14:19:57 GMT 2022","50241","Microsoft Edge","sign.up.in.spec.ts","Sign up, sign in and forgot password cases","","","Login in the Telnyx website with blocked account with valid data on the Main page",""
"passed","Thu Nov 10 13:56:34 GMT 2022","Thu Nov 10 13:57:11 GMT 2022","37366","chromium","download.pricing.spec.ts","Download and send pricing CSV file to the email from pricing pages","","","Downolad SIP Trunking pricing CSV file from the Elastic SIP Trunking price page",""
"passed","Thu Nov 10 13:57:34 GMT 2022","Thu Nov 10 13:58:16 GMT 2022","42236","chromium","sign.up.in.spec.ts","Sign up, sign in and forgot password cases","","","Login in the Telnyx website without email with valid data on the Main page",""
"broken","Thu Nov 10 14:05:39 GMT 2022","Thu Nov 10 14:06:45 GMT 2022","65805","firefox","sign.up.in.spec.ts","Sign up, sign in and forgot password cases","","","Login in the Telnyx website without password with valid data on the Main page",""
"passed","Thu Nov 10 14:14:58 GMT 2022","Thu Nov 10 14:15:37 GMT 2022","38541","Microsoft Edge","contact.support.spec.ts","Test suite with support contact cases","","","Send report abuse link from the Main page",""
"passed","Thu Nov 10 13:57:34 GMT 2022","Thu Nov 10 13:58:16 GMT 2022","41868","chromium","sign.up.in.spec.ts","Sign up, sign in and forgot password cases","","","Login in the Telnyx website without password with valid data on the Main page",""
"passed","Thu Nov 10 13:56:59 GMT 2022","Thu Nov 10 13:57:28 GMT 2022","29141","chromium","open.articles.pages.spec.ts","Open additional pages in the Telnyx website","","","Go to the ""TeXML"" doc page from the main page",""
"passed","Thu Nov 10 13:56:34 GMT 2022","Thu Nov 10 13:57:02 GMT 2022","28033","chromium","contact.support.spec.ts","Test suite with support contact cases","","","Send report abuse link from the Main page",""
"broken","Thu Nov 10 14:13:32 GMT 2022","Thu Nov 10 14:14:25 GMT 2022","53613","webkit","saving.calc.spec.ts","Using the saving calculator on the Saving Calculator page","","","Use saving calculator for ""Voice API"" service",""
"passed","Thu Nov 10 13:56:34 GMT 2022","Thu Nov 10 13:57:24 GMT 2022","49641","chromium","contact.support.spec.ts","Test suite with support contact cases","","","Go to ""Contact us"" page from the Main page and request support by filling all fields with random valid data",""
"broken","Thu Nov 10 14:12:37 GMT 2022","Thu Nov 10 14:13:32 GMT 2022","54663","webkit","open.articles.pages.spec.ts","Open additional pages in the Telnyx website","","","Go to the MS Teams integrations page in the marketplace from the Main page",""
"broken","Thu Nov 10 14:18:50 GMT 2022","Thu Nov 10 14:19:40 GMT 2022","50243","Microsoft Edge","sign.up.in.spec.ts","Sign up, sign in and forgot password cases","","","Sign up after click ""Try it for free"" button on the main page by filling in in required fields with random valid data",""
"broken","Thu Nov 10 14:09:13 GMT 2022","Thu Nov 10 14:10:07 GMT 2022","53471","webkit","open.articles.pages.spec.ts","Open additional pages in the Telnyx website","","","Search random existing article on the Blog page",""
"passed","Thu Nov 10 14:14:41 GMT 2022","Thu Nov 10 14:15:13 GMT 2022","32109","Microsoft Edge","become.telnyx.spec.ts","Become to a cooperation with Telnyx team","","","Go to the Partners page and become a Telnyx Partner by filling in the all fields with random valid data",""
