"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Nov 10 16:27:54 GMT 2022","Thu Nov 10 16:28:00 GMT 2022","6597","chromium","contact.support.spec.ts","Test suite with support contact cases","","","Send report abuse link from the Main page",""
"passed","Thu Nov 10 16:33:20 GMT 2022","Thu Nov 10 16:33:40 GMT 2022","19625","firefox","open.articles.pages.spec.ts","Open additional pages in the Telnyx website","","","Go to the ""TeXML"" doc page from the main page",""
"broken","Thu Nov 10 16:42:46 GMT 2022","Thu Nov 10 16:45:48 GMT 2022","182255","webkit","contact.support.spec.ts","Test suite with support contact cases","","","Go to ""Contact us"" page from the Main page and request support by filling all fields with random valid data",""
"passed","Thu Nov 10 16:28:09 GMT 2022","Thu Nov 10 16:28:17 GMT 2022","7683","chromium","open.articles.pages.spec.ts","Open additional pages in the Telnyx website","","","Search random existing article on the Blog page",""
"passed","Thu Nov 10 16:45:54 GMT 2022","Thu Nov 10 16:46:43 GMT 2022","49382","webkit","saving.calc.spec.ts","Using the saving calculator on the Saving Calculator page","","","Use saving calculator for ""Elastic SIP Trunking"" service",""
"passed","Thu Nov 10 16:28:00 GMT 2022","Thu Nov 10 16:28:10 GMT 2022","9579","chromium","download.pricing.spec.ts","Download and send pricing CSV file to the email from pricing pages","","","Download SMS pricing CSV file from the Messaging pricing page ",""
"passed","Thu Nov 10 16:33:57 GMT 2022","Thu Nov 10 16:34:13 GMT 2022","15923","firefox","sign.up.in.spec.ts","Sign up, sign in and forgot password cases","","","Sign up after click ""Try it for free"" button on the main page by filling in in required fields with random valid data",""
"passed","Thu Nov 10 16:52:56 GMT 2022","Thu Nov 10 16:53:14 GMT 2022","18391","Microsoft Edge","contact.support.spec.ts","Test suite with support contact cases","","","Go to ""Contact us"" page from the Main page and request support by filling all fields with random valid data",""
"passed","Thu Nov 10 16:27:43 GMT 2022","Thu Nov 10 16:27:54 GMT 2022","11261","chromium","become.telnyx.spec.ts","Become to a cooperation with Telnyx team","","","Go to the Integrations page from main page and become a Beta Tester by filling in the all fields with random valid data",""
"passed","Thu Nov 10 16:28:42 GMT 2022","Thu Nov 10 16:28:46 GMT 2022","4249","chromium","saving.calc.spec.ts","Using the saving calculator on the Saving Calculator page","","","Use saving calculator for ""Voice API"" service",""
"passed","Thu Nov 10 16:32:47 GMT 2022","Thu Nov 10 16:32:57 GMT 2022","9976","firefox","download.pricing.spec.ts","Download and send pricing CSV file to the email from pricing pages","","","Downolad SIP Trunking pricing CSV file from the Elastic SIP Trunking price page",""
"passed","Thu Nov 10 16:50:22 GMT 2022","Thu Nov 10 16:50:31 GMT 2022","9348","Microsoft Edge","download.pricing.spec.ts","Download and send pricing CSV file to the email from pricing pages","","","Download SMS pricing CSV file from the Messaging pricing page ",""
"passed","Thu Nov 10 16:50:42 GMT 2022","Thu Nov 10 16:50:49 GMT 2022","7065","Microsoft Edge","open.articles.pages.spec.ts","Open additional pages in the Telnyx website","","","Go to the ""Programmable Wireless Reporting and Analytics"" support article from the Main page",""
"passed","Thu Nov 10 16:28:23 GMT 2022","Thu Nov 10 16:28:32 GMT 2022","9462","chromium","open.articles.pages.spec.ts","Open additional pages in the Telnyx website","","","Go to the MS Teams integrations page in the marketplace from the Main page",""
"passed","Thu Nov 10 16:41:39 GMT 2022","Thu Nov 10 16:42:08 GMT 2022","28721","webkit","open.articles.pages.spec.ts","Open additional pages in the Telnyx website","","","Go to the ""Programmable Wireless Reporting and Analytics"" support article from the Main page",""
"passed","Thu Nov 10 16:54:47 GMT 2022","Thu Nov 10 16:54:57 GMT 2022","10275","Microsoft Edge","sign.up.in.spec.ts","Sign up, sign in and forgot password cases","","","Login in the Telnyx website without email with valid data on the Main page",""
"passed","Thu Nov 10 16:33:31 GMT 2022","Thu Nov 10 16:33:45 GMT 2022","14595","firefox","open.articles.pages.spec.ts","Open additional pages in the Telnyx website","","","Go to the MS Teams integrations page in the marketplace from the Main page",""
"passed","Thu Nov 10 16:46:43 GMT 2022","Thu Nov 10 16:47:24 GMT 2022","40864","webkit","sign.up.in.spec.ts","Sign up, sign in and forgot password cases","","","Sign up after click ""Try it for free"" button on the main page by filling in in required fields with random valid data",""
"passed","Thu Nov 10 16:33:13 GMT 2022","Thu Nov 10 16:33:21 GMT 2022","7155","firefox","open.articles.pages.spec.ts","Open additional pages in the Telnyx website","","","Go to the ""Programmable Wireless Reporting and Analytics"" support article from the Main page",""
"passed","Thu Nov 10 16:49:41 GMT 2022","Thu Nov 10 16:49:53 GMT 2022","12295","Microsoft Edge","become.telnyx.spec.ts","Become to a cooperation with Telnyx team","","","Go to the Integrations page from main page and become a Beta Tester by filling in the all fields with random valid data",""
"passed","Thu Nov 10 16:28:37 GMT 2022","Thu Nov 10 16:28:42 GMT 2022","4771","chromium","saving.calc.spec.ts","Using the saving calculator on the Saving Calculator page","","","Use saving calculator for ""Elastic SIP Trunking"" service",""
"failed","Thu Nov 10 16:51:52 GMT 2022","Thu Nov 10 16:53:12 GMT 2022","80228","webkit","sign.up.in.spec.ts","Sign up, sign in and forgot password cases","","","Sign up after click ""Try it for free"" button on the main page by filling in in requireds fields with already registered email",""
"passed","Thu Nov 10 16:50:49 GMT 2022","Thu Nov 10 16:50:57 GMT 2022","8292","Microsoft Edge","open.articles.pages.spec.ts","Open additional pages in the Telnyx website","","","Go to the ""TeXML"" doc page from the main page",""
"failed","Thu Nov 10 16:55:49 GMT 2022","Thu Nov 10 16:56:55 GMT 2022","65436","Microsoft Edge","sign.up.in.spec.ts","Sign up, sign in and forgot password cases","","","Sign up after click ""Try it for free"" button on the main page by filling in in requireds fields with already registered email",""
"broken","Thu Nov 10 16:41:34 GMT 2022","Thu Nov 10 16:44:36 GMT 2022","182262","webkit","become.telnyx.spec.ts","Become to a cooperation with Telnyx team","","","Go to the Integrations page from main page and become a Beta Tester by filling in the all fields with random valid data",""
"passed","Thu Nov 10 16:46:18 GMT 2022","Thu Nov 10 16:46:59 GMT 2022","41032","webkit","saving.calc.spec.ts","Using the saving calculator on the Saving Calculator page","","","Use saving calculator for ""Voice API"" service",""
"passed","Thu Nov 10 16:48:58 GMT 2022","Thu Nov 10 16:49:41 GMT 2022","42867","webkit","sign.up.in.spec.ts","Sign up, sign in and forgot password cases","","","Reset password by the ""Forgot your password"" link on the Log in page",""
"passed","Thu Nov 10 16:33:21 GMT 2022","Thu Nov 10 16:33:31 GMT 2022","10293","firefox","open.articles.pages.spec.ts","Open additional pages in the Telnyx website","","","Go to the random Use Case article from the Main page",""
"passed","Thu Nov 10 16:40:24 GMT 2022","Thu Nov 10 16:41:07 GMT 2022","43486","webkit","download.pricing.spec.ts","Download and send pricing CSV file to the email from pricing pages","","","Download SMS pricing CSV file from the Messaging pricing page ",""
"passed","Thu Nov 10 16:28:46 GMT 2022","Thu Nov 10 16:28:55 GMT 2022","8626","chromium","sign.up.in.spec.ts","Sign up, sign in and forgot password cases","","","Sign up after click ""Try it for free"" button on the main page by filling in in required fields with random valid data",""
"passed","Thu Nov 10 16:28:10 GMT 2022","Thu Nov 10 16:28:17 GMT 2022","6742","chromium","open.articles.pages.spec.ts","Open additional pages in the Telnyx website","","","Go to the ""Programmable Wireless Reporting and Analytics"" support article from the Main page",""
"passed","Thu Nov 10 16:53:14 GMT 2022","Thu Nov 10 16:53:25 GMT 2022","10658","Microsoft Edge","sign.up.in.spec.ts","Sign up, sign in and forgot password cases","","","Sign up after click ""Try it for free"" button on the main page by filling in in required fields with random valid data",""
"passed","Thu Nov 10 16:30:47 GMT 2022","Thu Nov 10 16:31:05 GMT 2022","18158","chromium","contact.support.spec.ts","Test suite with support contact cases","","","Go to ""Contact us"" page from the Main page and request support by filling all fields with random valid data",""
"passed","Thu Nov 10 16:50:31 GMT 2022","Thu Nov 10 16:50:42 GMT 2022","10077","Microsoft Edge","open.articles.pages.spec.ts","Open additional pages in the Telnyx website","","","Search random existing article on the Blog page",""
"passed","Thu Nov 10 16:34:34 GMT 2022","Thu Nov 10 16:34:45 GMT 2022","11747","firefox","sign.up.in.spec.ts","Sign up, sign in and forgot password cases","","","Login in the Telnyx website without email with valid data on the Main page",""
"passed","Thu Nov 10 16:33:06 GMT 2022","Thu Nov 10 16:33:13 GMT 2022","7739","firefox","open.articles.pages.spec.ts","Open additional pages in the Telnyx website","","","Search random existing article on the Blog page",""
"passed","Thu Nov 10 16:27:42 GMT 2022","Thu Nov 10 16:27:54 GMT 2022","11152","chromium","become.telnyx.spec.ts","Become to a cooperation with Telnyx team","","","Go to the Partners page and become a Telnyx Partner by filling in the all fields with random valid data",""
"passed","Thu Nov 10 16:39:40 GMT 2022","Thu Nov 10 16:40:24 GMT 2022","43728","webkit","download.pricing.spec.ts","Download and send pricing CSV file to the email from pricing pages","","","Downolad SIP Trunking pricing CSV file from the Elastic SIP Trunking price page",""
"passed","Thu Nov 10 16:51:12 GMT 2022","Thu Nov 10 16:51:20 GMT 2022","7401","Microsoft Edge","saving.calc.spec.ts","Using the saving calculator on the Saving Calculator page","","","Use saving calculator for the ""Messaging API"" service",""
"failed","Thu Nov 10 16:31:25 GMT 2022","Thu Nov 10 16:32:38 GMT 2022","72762","chromium","sign.up.in.spec.ts","Sign up, sign in and forgot password cases","","","Sign up after click ""Try it for free"" button on the main page by filling in in requireds fields with already registered email",""
"failed","Thu Nov 10 16:56:03 GMT 2022","Thu Nov 10 16:57:10 GMT 2022","66624","Microsoft Edge","sign.up.in.spec.ts","Sign up, sign in and forgot password cases","","","Login in the Telnyx website with blocked account with valid data on the Main page",""
"passed","Thu Nov 10 16:31:31 GMT 2022","Thu Nov 10 16:31:43 GMT 2022","11657","firefox","become.telnyx.spec.ts","Become to a cooperation with Telnyx team","","","Go to the Integrations page from main page and become a Beta Tester by filling in the all fields with random valid data",""
"passed","Thu Nov 10 16:45:24 GMT 2022","Thu Nov 10 16:46:18 GMT 2022","54026","webkit","saving.calc.spec.ts","Using the saving calculator on the Saving Calculator page","","","Use saving calculator for the ""Messaging API"" service",""
"passed","Thu Nov 10 16:34:45 GMT 2022","Thu Nov 10 16:34:58 GMT 2022","13170","firefox","sign.up.in.spec.ts","Sign up, sign in and forgot password cases","","","Login in the Telnyx website without password with valid data on the Main page",""
"passed","Thu Nov 10 16:33:46 GMT 2022","Thu Nov 10 16:33:57 GMT 2022","11331","firefox","saving.calc.spec.ts","Using the saving calculator on the Saving Calculator page","","","Use saving calculator for ""Elastic SIP Trunking"" service",""
"passed","Thu Nov 10 16:31:05 GMT 2022","Thu Nov 10 16:31:12 GMT 2022","6823","chromium","sign.up.in.spec.ts","Sign up, sign in and forgot password cases","","","Login in the Telnyx website without email with valid data on the Main page",""
"passed","Thu Nov 10 16:33:55 GMT 2022","Thu Nov 10 16:34:07 GMT 2022","12490","firefox","saving.calc.spec.ts","Using the saving calculator on the Saving Calculator page","","","Use saving calculator for ""Voice API"" service",""
"passed","Thu Nov 10 16:51:03 GMT 2022","Thu Nov 10 16:51:12 GMT 2022","9563","Microsoft Edge","open.articles.pages.spec.ts","Open additional pages in the Telnyx website","","","Go to the MS Teams integrations page in the marketplace from the Main page",""
"passed","Thu Nov 10 16:28:32 GMT 2022","Thu Nov 10 16:28:37 GMT 2022","4728","chromium","saving.calc.spec.ts","Using the saving calculator on the Saving Calculator page","","","Use saving calculator for the ""Messaging API"" service",""
"passed","Thu Nov 10 16:51:20 GMT 2022","Thu Nov 10 16:51:27 GMT 2022","7394","Microsoft Edge","saving.calc.spec.ts","Using the saving calculator on the Saving Calculator page","","","Use saving calculator for ""Elastic SIP Trunking"" service",""
"passed","Thu Nov 10 16:38:17 GMT 2022","Thu Nov 10 16:38:37 GMT 2022","19852","firefox","contact.support.spec.ts","Test suite with support contact cases","","","Go to ""Contact us"" page from the Main page and request support by filling all fields with random valid data",""
"passed","Thu Nov 10 16:50:07 GMT 2022","Thu Nov 10 16:50:22 GMT 2022","15052","Microsoft Edge","download.pricing.spec.ts","Download and send pricing CSV file to the email from pricing pages","","","Downolad SIP Trunking pricing CSV file from the Elastic SIP Trunking price page",""
"passed","Thu Nov 10 16:27:54 GMT 2022","Thu Nov 10 16:28:09 GMT 2022","15371","chromium","download.pricing.spec.ts","Download and send pricing CSV file to the email from pricing pages","","","Downolad SIP Trunking pricing CSV file from the Elastic SIP Trunking price page",""
"failed","Thu Nov 10 16:47:18 GMT 2022","Thu Nov 10 16:48:51 GMT 2022","93115","webkit","open.articles.pages.spec.ts","Open additional pages in the Telnyx website","","","Go to the random Use Case article from the Main page",""
"passed","Thu Nov 10 16:54:57 GMT 2022","Thu Nov 10 16:55:04 GMT 2022","6626","Microsoft Edge","sign.up.in.spec.ts","Sign up, sign in and forgot password cases","","","Login in the Telnyx website without password with valid data on the Main page",""
"passed","Thu Nov 10 16:34:59 GMT 2022","Thu Nov 10 16:35:14 GMT 2022","15148","firefox","sign.up.in.spec.ts","Sign up, sign in and forgot password cases","","","Reset password by the ""Forgot your password"" link on the Log in page",""
"passed","Thu Nov 10 16:34:13 GMT 2022","Thu Nov 10 16:34:34 GMT 2022","20742","firefox","sign.up.in.spec.ts","Sign up, sign in and forgot password cases","","","Login in the Telnyx website with blocked account with valid data on the Main page",""
"passed","Thu Nov 10 16:42:08 GMT 2022","Thu Nov 10 16:42:43 GMT 2022","35552","webkit","open.articles.pages.spec.ts","Open additional pages in the Telnyx website","","","Go to the ""TeXML"" doc page from the main page",""
"passed","Thu Nov 10 16:47:24 GMT 2022","Thu Nov 10 16:48:14 GMT 2022","50084","webkit","sign.up.in.spec.ts","Sign up, sign in and forgot password cases","","","Login in the Telnyx website with blocked account with valid data on the Main page",""
"failed","Thu Nov 10 16:37:08 GMT 2022","Thu Nov 10 16:38:27 GMT 2022","78766","firefox","sign.up.in.spec.ts","Sign up, sign in and forgot password cases","","","Sign up after click ""Try it for free"" button on the main page by filling in in requireds fields with already registered email",""
"passed","Thu Nov 10 16:48:14 GMT 2022","Thu Nov 10 16:48:50 GMT 2022","35350","webkit","sign.up.in.spec.ts","Sign up, sign in and forgot password cases","","","Login in the Telnyx website without email with valid data on the Main page",""
"passed","Thu Nov 10 16:31:20 GMT 2022","Thu Nov 10 16:31:29 GMT 2022","9142","chromium","sign.up.in.spec.ts","Sign up, sign in and forgot password cases","","","Reset password by the ""Forgot your password"" link on the Log in page",""
"passed","Thu Nov 10 16:29:26 GMT 2022","Thu Nov 10 16:29:33 GMT 2022","7162","chromium","open.articles.pages.spec.ts","Open additional pages in the Telnyx website","","","Go to the random Use Case article from the Main page",""
"passed","Thu Nov 10 16:41:07 GMT 2022","Thu Nov 10 16:41:39 GMT 2022","31572","webkit","open.articles.pages.spec.ts","Open additional pages in the Telnyx website","","","Search random existing article on the Blog page",""
"passed","Thu Nov 10 16:38:33 GMT 2022","Thu Nov 10 16:39:12 GMT 2022","39265","webkit","become.telnyx.spec.ts","Become to a cooperation with Telnyx team","","","Go to the Partners page and become a Telnyx Partner by filling in the all fields with random valid data",""
"passed","Thu Nov 10 16:28:17 GMT 2022","Thu Nov 10 16:28:23 GMT 2022","6150","chromium","open.articles.pages.spec.ts","Open additional pages in the Telnyx website","","","Go to the ""TeXML"" doc page from the main page",""
"passed","Thu Nov 10 16:32:40 GMT 2022","Thu Nov 10 16:32:47 GMT 2022","7389","firefox","contact.support.spec.ts","Test suite with support contact cases","","","Send report abuse link from the Main page",""
"passed","Thu Nov 10 16:55:04 GMT 2022","Thu Nov 10 16:55:11 GMT 2022","7279","Microsoft Edge","sign.up.in.spec.ts","Sign up, sign in and forgot password cases","","","Reset password by the ""Forgot your password"" link on the Log in page",""
"passed","Thu Nov 10 16:50:57 GMT 2022","Thu Nov 10 16:51:03 GMT 2022","5936","Microsoft Edge","open.articles.pages.spec.ts","Open additional pages in the Telnyx website","","","Go to the random Use Case article from the Main page",""
"passed","Thu Nov 10 16:33:42 GMT 2022","Thu Nov 10 16:33:55 GMT 2022","12611","firefox","saving.calc.spec.ts","Using the saving calculator on the Saving Calculator page","","","Use saving calculator for the ""Messaging API"" service",""
